company_inn,company_name,company_ogrn,final_status_label,first_negative_outcome_date,region_code,okved_main,authorized_capital
0221006233,"ООО ""РЕГИОН-РЕСУРС""",1200200061907,failed,2025-10-17,2.0,36.00.1,10000.0
4329020142,"МУП ""ТЕПЛОПРОВОДНОСТЬ""",1194350009424,failed,2024-09-30,43.0,35.30.14,100000.0
2102421428,"ООО ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ЖИЛИЩЕ""",1082133000278,failed,2025-12-22,21.0,35.13,10000.0
3522004605,"МУП ""ЧАГОДАВОДОКАНАЛ""",1173525023210,failed,2024-05-21,35.0,36.00,196000.0
2248005745,"МУП ""П И Б"" АД КЛ СС КЛ Р АЛТ КР",1162225101334,failed,2024-06-28,22.0,81.29.9,378500.0
3250066190,"МУП ""ЖИЛСПЕЦСЕРВИС"" Г.БРЯНСКА",1063250030084,failed,2025-03-17,32.0,68.32.1,100000.0
5019027975,"ООО ""УК ГОРОДСКОГО ОКРУГА КАШИРА""",1165019050679,failed,2025-06-16,50.0,68.32.1,100000.0
5029007230,"МУП ""ЖИЛИЩНОЕ ХОЗЯЙСТВО МЫТИЩИ""",1025003513611,failed,2025-05-12,50.0,68.32.1,42429944.0
5244031690,"МУП ""МП ""БРКК""",1185275067438,failed,2025-05-23,52.0,36.00.1,500000.0
7810263434,"АО ""СВЯЗЬ""",1037821033062,failed,2025-12-30,78.0,72.19,
6449101968,"ООО УК ""ТЕНДЕНЦИЯ""",1226400001013,failed,2025-12-18,64.0,68.32.1,10000.0
3123071286,"АО ""СВЯЗЬТЕЛЕКОМ""",1023101674177,failed,2025-07-23,31.0,61.10,
5109800090,"ГОБУЗ ""ПЕЧЕНГСКАЯ ЦРБ""",1025100688250,failed,2025-10-01,51.0,86.10,
6661093291,"ЕМУП ""СУЭРЖ""",1026605239495,failed,2024-10-01,66.0,68.32.1,1883990.0
3663110959,"ООО ""УК ДЕЛЬФИН""",1153668020065,failed,2025-12-04,36.0,68.32,11000.0
6630010880,"МУП ""ТЕХНОДОМ""",1056601892016,failed,2024-12-12,66.0,68.32.1,100000.0
3445094471,"ТСЖ ""ПРОФСОЮЗНОЕ""",1083460001503,failed,2025-07-31,34.0,68.32.1,
2225225504,АНО ДССП ПО АК,1222200009272,failed,2026-03-16,22.0,93.11,
5238005558,"МУП ""СМИРНОВЕЦ""",1065221003825,failed,2024-11-13,52.0,68.32.1,100000.0
3324008541,"САДОВОДЧЕСКОЕ НЕКОММЕРЧЕСКОЕ ТОВАРИЩЕСТВО ""ХИМИК""",1023302751944,failed,2026-01-19,33.0,68.32.2,
3703002014,"МУП Г. КИНЕШМЫ ""ОК И ТС""",1023701273639,failed,2022-09-23,37.0,35.30,128782.0
6433000611,"ООО УК ""РОЗОВОЕ""",1066443009820,failed,2024-11-29,64.0,36.0,10000.0
3245512883,"МУП ""КОМАРИЧСКИЙ КОММУНАЛЬЩИК""",1133256014902,failed,2026-03-05,32.0,38.1,
2722062627,"МУП Г. ХАБАРОВСКА ""УО МКД""",1072722004277,failed,2024-10-03,27.0,68.32.1,100000.0
6825005970,"ООО ""КОТОВСКАЯ ТЭЦ""",1136820001174,failed,2024-11-29,68.0,35.12,324823289.0
6712007920,МУУП ЛОСНЕНСКИЙ ЖЭУ,1066712011618,failed,2024-08-05,67.0,36.00,387135.0
3025014378,"ООО ""ГАРАНТИЯ""",1153025000545,failed,2025-04-29,8.0,49.32,10000.0
6658515673,"ООО ""УК ""ЖИЛСТАНДАРТ""",1186658032098,failed,2025-04-17,66.0,68.32.1,10000.0
7704307993,"ООО ""ГУЖФ""",1157746180305,failed,2023-11-13,77.0,68.32.1,10000.0
6725034939,"МУП ""СТОДОЛИЩЕ""",1216700007556,failed,2024-12-11,67.0,36.00.2,100000.0
1615013422,"ООО ""РЕГИОН СЕРВИС""",1171690037969,failed,2025-05-14,16.0,73.11,12500.0
3207000690,"САДОВОДЧЕСКОЕ НЕКОММЕРЧЕСКОЕ ТОВАРИЩЕСТВО ""МАШИНОСТРОИТЕЛЬ""",1023202142182,failed,2025-07-30,32.0,01.13.1,
7536100384,"ДНТ ""ПРИБРЕЖНОЕ""",1097536002211,failed,2025-08-25,75.0,01.1,
3327114869,"ТСЖ ""КРАСНОАРМЕЙСКАЯ 43 К""",1133327001103,failed,2025-08-01,33.0,68.32.1,
3304026969,"ООО ""ТЕПЛОРЕСУРС""",1213300003102,failed,2025-05-05,33.0,35.30.5,10000.0
3442017253,"СНТ ""ЗАРЯ""",1023402638357,failed,2024-05-22,34.0,01.11,
2206002164,"МБУ СП ""СШ ЗМЕИНОГОРСКОГО РАЙОНА""",1022200729341,failed,2024-11-02,22.0,93.1,
3527023432,"МУП ЖКХ ""ПЕРСПЕКТИВА""",1183525029896,failed,2024-10-17,35.0,35.30.1,1100000.0
5043029645,"МУП ""РАЗВИТИЕ ГОРОДСКОГО ХОЗЯЙСТВА""",1075043000141,failed,2024-12-12,50.0,68.32.1,100000.0
3915006902,"МУП ""УК ЖКК""",1153926018861,failed,2025-02-10,39.0,68.32,100000.0
3665102551,"ООО УК ""ЖИЛФОНД""",1143668043210,failed,2025-02-21,36.0,68.32,10000.0
3461063880,"ООО ""АЛЫЕ ПАРУСА""",1183443012070,failed,2025-11-27,34.0,68.32.1,11000.0
3441500468,ЖСК-9,1023402461202,failed,2025-07-31,34.0,68.32.1,
6917002994,"МУП ""АНДРЕАПОЛЬСКИЕ ТЕПЛОВЫЕ СЕТИ II""",1116913001589,failed,2025-04-23,69.0,35.30.14,250000.0
1513069578,"ООО ""ВЛАДУПРАВДОМ""",1181513001218,failed,2025-02-17,15.0,68.32,10000.0
9103017595,"МУП ""МАРТЬЯН""",1149102178334,failed,2024-05-23,91.0,68.32.1,720000.0
7202168305,"ООО ""ЮГОРИЯ 7""",1077203052497,failed,2026-03-23,72.0,68.32.1,12000.0
4329018545,"МУП ЖКХ ""ЗАПАД""",1164350066055,failed,2024-08-13,43.0,35.30.3,15990604.0
7536047349,"СНТ №131 ""ГЕОДЕЗИСТ""",1027501164932,failed,2025-08-04,75.0,01.25.1,
3233013304,"МУП ""ЖИЛКОМСЕРВИС"" ВОЛОДАРСКОГО РАЙОНА Г.БРЯНСКА",1053211026406,failed,2024-12-27,32.0,68.32.1,193430.0
7736211074,"ООО ""ОКС СУ №155""",1027700186172,failed,2023-12-25,77.0,70.22,10000.0
0912001675,"МУП ""УКЖКХ ЗЕЛЕНЧУКСКОГО РАЙОНА""",1070912000147,failed,2025-03-20,9.0,36.00.2,600000.0
2209014383,"МУП ""ГОСТИНИЧНЫЙ КОМПЛЕКС ""АЛЕЙ""",1022200805395,failed,2025-02-18,22.0,55.10,487536.0
3443148756,"ООО ""ИНТЕРВАЛ""",1223400006334,failed,2025-05-30,34.0,35.30,50000.0
5835061161,"МУП ""ПЕНЗЕНСКИЕ БАНИ""",1055802572308,failed,2024-12-02,58.0,96.04,100000.0
5638029585,"МП ""ЮЖНОУРАЛЬСКИЙ""",1065638006830,failed,2024-12-25,56.0,36.00.1,100000.0
3661056103,"ООО ""УК РАЙДЕЗ ЖКХ ЖЕЛЕЗНОДОРОЖНОГО РАЙОНА""",1123668013116,failed,2025-09-25,36.0,69.10,21000.0
7726285334,"ЖСК ""ГИПРОВУЗ-2""",1027700446806,failed,2025-08-08,77.0,68.32.1,
1513059379,"ТСН ""ВЕСНА 7/2""",1161513052436,failed,2025-09-04,15.0,68.32,
6906013578,"МУП ""ДОРОХОВО""",1226900009236,failed,2025-06-27,69.0,68.32,180000.0
6725034390,"МУП ""ВОДОЛЕЙ""",1206700014135,failed,2024-09-20,67.0,36.00,600000.0
1300012383,"ГАУ РЕСПУБЛИКИ МОРДОВИЯ ""ЦЦР""",1241300003108,failed,2025-07-01,13.0,72.19,
3711024621,"ТСЖ ""ЧЕРНОРЕЧЕНСКИЙ""",1093711000316,failed,2022-12-30,37.0,68.32,
3703045794,"МУП ""ЗАВОЛЖСКИЙ КОММУНАЛЬЩИК""",1123703000046,failed,2022-06-28,37.0,36.0,224241.0
3250526578,"ОАО ""САНАТОРИЙ ""СНЕЖКА""",1113256018600,failed,2025-12-10,32.0,86.90.4,8398000.0
4510026902,"МУП ""РОДНИК""",1114510000461,failed,2024-12-28,45.0,68.32.1,100000.0
7536032857,"СНТ №139 ""РУЧЕЕК""",1037550017812,failed,2025-08-04,75.0,68.32.2,
1701043741,"МУП ОП ""ШКОЛЬНИК"" Г.КЫЗЫЛА",1081701000831,failed,2024-12-13,17.0,56.29,108381.0
3711038543,"МУП ЖКХ ""ТЕПЛОЭНЕРГЕТИК""",1153711001619,failed,2024-12-06,37.0,35.30,189392.0
5103021241,"ГОУП ""КИРОВСКАЯ ГОРЭЛЕКТРОСЕТЬ""",1045100030799,failed,2024-10-01,51.0,35.12,16395239.0
6321112170,"ОАО ""ЗИФ ПЛЮС""",1026301979109,failed,2025-07-11,63.0,20.51,10000000.0
2456009998,"МУП ""КРАСНОСОПКИНСКОЕ ЖКХ""",1052456011080,failed,2025-08-29,24.0,35.30.14,100000.0
2225214397,"ООО ""АРТИКУЛ""",1202200023420,failed,2024-05-28,22.0,41.20,10000.0
2241002583,"ГУП ДХ АК ""СЕВЕРО-ЗАПАДНОЕ ДСУ""",1032202269197,failed,2024-09-17,22.0,42.11,43945156.0
1101147019,"ООО ""ТД КОНДИТЕРЪ""",1131101009280,failed,2023-11-13,11.0,10.71,10000.0
2623804170,"МУП ""ЖЭК""",1142651029212,failed,2024-12-05,26.0,68.32,100000.0
1841035010,"ООО ""НАРОДНОЕ""",1131841004790,failed,2025-10-29,18.0,68.32,100000.0
3664107194,"ООО ""РЭК СОДРУЖЕСТВО""",1103668034557,failed,2025-12-15,36.0,69.10,21000.0
3435135672,"ООО ""УК СПЕКТР""",1193443000772,failed,2025-06-30,34.0,68.32,10000.0
6950247656,"ООО УК ""ЮНИКА""",1216900001328,failed,2023-11-15,69.0,68.32.1,12500.0
2465142731,"ООО""ЖКК""",1162468066738,failed,2026-03-18,24.0,68.32,10000.0
2823001130,"МКП СВОБОДНЕНСКОГО РАЙОНА ""РКР""",1222800004195,failed,2026-01-28,28.0,36.00.2,
7203419167,"ООО ""ЖИЛОЙ РАЙОН НОВИН. СУРГУТ""",1177232014486,failed,2025-02-13,86.0,71.12.2,10000.0
1657238763,"ООО ""ИНОТЕХ""",1171690070760,failed,2022-07-29,16.0,02.10,10000.0
1513064097,"ТСН ""ФАДАТ""",1171513000922,failed,2025-11-13,15.0,68.32.1,
1513072771,"ТСН ""ИРИСТОН-178""",1181513006993,failed,2024-11-19,15.0,68.32.1,
3906302020,"ООО ""УК ""ДЕЙМА""",1133926030270,failed,2024-12-27,39.0,68.32.1,10000.0
3703011227,"АО ""КПТФ""",1023701272121,failed,2025-03-14,37.0,21.20.2,
4520003750,"ООО ""ЗАУРАЛЬЕХЛЕБ""",1024501575174,failed,2026-03-03,45.0,01.11.1,11786.0
6681011498,"ООО ""КТЖБ""",1206600050238,failed,2026-04-03,66.0,23.61,10000.0
2259007705,"МКП ""АКВАДОМ"" ННР АК",1222200000131,failed,2025-11-11,22.0,36.00,
1907004143,"МУП ЖКХ ""СОВХАКАССКОЕ""",1141903000733,failed,2025-09-19,19.0,35.30,
6923008803,"МУП ""КХ ""ЗУБЦОВСКОЕ""",1196952007900,failed,2025-11-11,69.0,35.30,100000.0
5501083060,"ООО ""СК ""ТРЭЙС-РЕГИОН""",1055501002700,failed,2025-09-24,54.0,41.20,20000.0
3456004078,"ООО ""МРКХ""",1183443000180,failed,2026-02-27,34.0,35.30.14,45479972.0
6909000168,"МУП ""ПЖРЭУ""",1026901663942,failed,2025-04-11,69.0,68.32.1,550000.0
6901070861,"ООО ""РЭУ МОСКОВСКОГО РАЙОНА""",1056900020430,failed,2025-11-20,69.0,38.11,10000.0
0278100537,"ООО ""ЖИЛКОМСЕРВИС""",1040204594341,failed,2024-01-09,2.0,68.32.1,12000.0
3905605551,"ООО ""УК ЭДЕЛЬВЕЙС""",1083925041738,failed,2025-12-08,39.0,68.32,10000.0
0274950886,"ООО ""ЖЭУ №6 КИРОВСКОГО РАЙОНА Г. УФЫ""",1190280068890,failed,2026-02-06,2.0,68.32.1,10000.0
0273944738,"ООО ""СИПАЙЛОВСКОЕ ЖЭУ""",1220200010535,failed,2025-12-30,2.0,68.32.1,10000.0
7612003466,УМИГ И ЗО АУМР,1027601303685,failed,2026-01-12,76.0,84.11.3,
3849029220,"ООО ""НИКА""",1133850019962,failed,2022-07-21,38.0,31.0,20000.0
3811009708,"ООО ""ЗЕРНО ТРЕЙД""",1143850066535,failed,2025-05-20,38.0,46.21.11,10000.0
0724003133,"ООО ""РОДНИК""",1140724000075,failed,2026-01-16,7.0,36.00,11000.0
5215001797,"МУП ЖКХ ""ТЕПЕЛЕВСКОЕ""",1095250003056,failed,2025-02-17,52.0,68.32.1,100000.0
5215000779,БЕЛОЗЁРОВСКОЕ МУМППЖКХ,1065250026654,failed,2024-04-27,52.0,37.00,2972622.0
5244029437,"МУП ""МП ""КОНЕВО"" МО ""БМО"" НО""",1155248001358,failed,2025-05-23,52.0,35.30,100000.0
7402009630,"МУП ""БУЛЗИНСКИЙ ЭУЖКХ""",1077402000642,failed,2024-12-26,74.0,35.30.4,365670.0
7401015416,"ООО ""ЮУЭМА""",1107401000321,failed,2024-12-02,74.0,43.21,10000.0
7841481351,"ООО ""2412""",1137847146832,failed,2023-10-24,78.0,49.32,15000.0
7113500328,"МУП ""ГКС""",1087154009425,failed,2024-12-23,71.0,43.99.4,106579.0
5603049478,"ООО ""ОМЕГА""",1225600008930,failed,2026-02-16,56.0,47.19,10000.0
3717005583,"ООО ""ПАЛЕХСКИЕ ВКС""",1063706012556,failed,2022-08-31,37.0,36.00.2,12000.0
7524002801,"СНТ ""СОСНОВЫЙ""",1047527002522,failed,2025-08-11,75.0,01.1,
2901307418,"ООО ""АТГК""",1212900006440,failed,2023-11-24,29.0,35.30,1000000.0
0274917409,"ООО УК ""ЖЭУ №2""",1160280094061,failed,2025-08-21,2.0,68.32.1,20000.0
5826901520,"МКП ""ГОРОД"" Г.НИКОЛЬСКА",1115826002566,failed,2025-01-15,58.0,81.29.9,
7716934036,"ООО ""СФЕРА АВТОМАТИКА""",1197746192280,failed,2026-04-22,77.0,43.21,10000.0
2209032946,"ООО УК ""ВЫСОТА""",1072209001369,failed,2025-07-31,22.0,68.32.1,10000.0
7703369242,"ЗАО ""СЕЛЬКОХОЗЯЙСТВЕННОЕ ОБЪЕДИНЕНИЕ ЛУЧ""",1037703008210,failed,2025-02-27,77.0,46.90,10000.0
1326186585,"МП ГО САРАНСК ""ГОРОДСКИЕ БАНИ""",1021300986684,failed,2024-07-25,13.0,96.04,1045033.0
4329012409,"МУП ""УК ""СЕВЕР""",1084329000040,failed,2024-09-06,43.0,68.32.1,100000.0
4105086852,"ООО УК ""ЭКОНОМ ЖКХ""",1184101001391,failed,2025-03-28,41.0,68.32,25000.0
3702677896,"ООО ""РСУ-ПРОГРЕСС""",1123702022630,failed,2024-11-06,37.0,68.32.1,10000.0
3811083395,"ТСЖ ""ДОМСИБСТРОЙ""",1043801546392,failed,2025-12-12,38.0,68.32.1,10000.0
7703434678,"ООО ""БИЗНЕС ГРУПП""",5177746054910,failed,2025-07-10,77.0,41.10,10000.0
5630002366,"ГАУЗ ""КВАРКЕНСКАЯ РБ""",1025602487998,failed,2025-01-16,56.0,86.10,
5012053790,"ООО ""УК ""РЭУ №1-САДОВЫЙ""",1095012001468,failed,2024-01-11,50.0,68.32.1,100000.0
5260176855,"ООО ""ОТЕЛЬ-СЕРВИС""",1065260104777,failed,2024-12-24,52.0,64.99.3,236800000.0
7812021254,"СПБ ГУДП ""ЦЕНТР""",1037843063708,failed,2024-04-01,78.0,38.1,2918392356.0
2365022631,"ТСЖ ""ЛЕНДОМ""",1142365000348,failed,2025-10-31,23.0,68.32,
6315637997,"КПК ""КРЕДИТ ЕВРАЗИЯ""",1116315005069,failed,2025-09-24,38.0,64.9,
3811437816,"ООО ""РЕГИОНСТРОЙИНВЕСТ""",1163850083583,failed,2023-11-03,38.0,41.20,10000.0
1515916445,"ТСЖ ""НАБЕРЕЖНОЕ""",1081515002172,failed,2026-02-05,15.0,68.32,
6141032373,"АО ""АПРЗ""",1096181000673,failed,2024-12-12,61.0,33.12,189113000.0
0263026256,"ООО СИПК ""КАСТРО М3""",1170280081696,failed,2026-03-11,2.0,41.20,10000.0
6908018878,"ООО ""ЖКХ""",1206900002880,failed,2025-12-08,69.0,36.00,10000.0
5948038702,"МУП ""ЭНЕРГЕТИК""",1105948001169,failed,2025-08-28,59.0,35.30.14,8586870.0
3665102720,"ООО УК ""РАЗВИТИЕ""",1143668044190,failed,2025-06-24,36.0,69.10,21000.0
9104004976,"МУП ЖКХ ""ПЕСЧАНОЕ""",1159102050997,failed,2025-11-12,91.0,36.00.2,2599220.0
9102066279,"МУП ""ЦЕНТРАЛЬНЫЙ ЖИЛСЕРВИС""",1149102181403,failed,2025-01-14,91.0,68.32,100000.0
3711012055,"ТСЖ ""ЧЕРНОРЕЧЬЕ""",1023701512823,failed,2025-10-23,37.0,68.32.1,
4524097188,"МУП ""КРУТОГОРСКОЕ""",1204500002850,failed,2025-02-04,45.0,35.30.2,930000.0
6316191610,"ООО ""ЮСП""",1136316010027,failed,2026-03-11,63.0,69.10,10000.0
4316009825,"ООО ""ИВС""",1184350009337,failed,2025-07-04,43.0,68.32.1,10000.0
1831098533,"ООО ""СИТИ-СЕРВИС""",1041800267761,failed,2024-12-10,18.0,68.32.1,10000.0
5751051375,"МБДОУ ""ДЕТСКИЙ САД №89 КОМБИНИРОВАННОГО ВИДА""",1115742001385,failed,2026-03-17,57.0,85.11,
5751018770,"МБДОУ ""ДЕТСКИЙ САД №15"" Г. ОРЛА",1025700767180,failed,2026-04-09,57.0,85.11,
3662173603,"АО ""УК КОМИНТЕРНОВСКОГО РАЙОНА""",1123668009629,failed,2026-02-18,36.0,69.10,100000.0
3662156541,"ООО УК ""ГОРОДОК""",1103668025636,failed,2026-02-17,36.0,69.10,21000.0
5215010375,БОГОЯВЛЕНСКОЕ МУМППЖКХ,1025201992771,failed,2025-02-26,52.0,35.30.14,
3461000449,"ООО ""ЭКСПЛУАТАЦИОННЫЙ УЧАСТОК-67""",5143443065233,failed,2026-01-22,34.0,68.32,10000.0
3906317813,"ООО ""УК ТСЖ""",1143926006597,failed,2026-02-02,39.0,68.32.1,10000.0
1903000067,"ГБУЗ РХ ""ЧЕРНОГОРСКИЙ МРД""",1021900697510,failed,2024-09-02,19.0,86.10,
0274107845,"ООО ""ЛОРА""",1050204061808,failed,2025-08-08,2.0,47.1,529000.0
3445087192,"ООО ""ОРИОН""",1073460001614,failed,2024-09-26,34.0,70.22,10000.0
3327143041,"ООО ""МАСТЕР'ОК""",1193328004473,failed,2026-01-19,33.0,81.29,10000.0
3663106230,"ООО УК ""СЕРВИСКОМФОРТ""",1143668043221,failed,2025-06-10,36.0,69.10,21000.0
0276080148,"МУП ОК ""СИПАЙЛОВСКИЙ""",1030204234070,failed,2024-10-21,2.0,96.04,48054465.0
2721000240,"ФГАОУ ДПО ""ХАБАРОВСКИЙ ЦППК""",1022700920527,failed,2026-03-02,27.0,85.42.1,
2902078224,"ООО ""СЕВЕР СОФТ СТРОЙ""",1142932000782,failed,2025-12-22,29.0,70.22,10000.0
2224005200,"КГБУЗ ""РОДИЛЬНЫЙ ДОМ №1, Г. БАРНАУЛ""",1022201509692,failed,2024-10-30,22.0,86.10,
1215115638,"ООО ""УК ""СТРОЙХОЛДИНГ""",1061215085722,failed,2026-03-25,12.0,68.32,20000.0
3811442485,"ООО ""ГОРВЕНТСЛУЖБА""",1173850001104,failed,2023-06-27,38.0,43.29,10000.0
3808122527,"ООО ""ИРКУТСКСИБСПЕЦСТРОЙ""",1053808077388,failed,2023-05-22,38.0,77.39.23,426100.0
1513044358,"ТСЖ ""ХОХ""",1131513005865,failed,2025-08-20,15.0,68.32,
0601027751,"МУП ""ЖКХ Г. МАЛГОБЕК""",1170608002124,failed,2024-09-16,6.0,35.30,500000.0
4632130690,КОООИ СФСГ,1114600000195,failed,2025-07-03,46.0,94.99,
4632206966,"ООО ""БИСКОМ""",1154632008068,failed,2026-01-19,46.0,68.32.1,15000.0
5114020049,"МУТП ""НАДЕЖДА""",1025100713824,failed,2025-04-09,51.0,47.2,332789.0
2462044285,"ООО ""ЗОЛЛЕС""",1152468046928,failed,2022-01-10,24.0,07.29.4,10000.0
7734546893,"ООО "" ГОХА.РУ""",1067746816818,failed,2023-06-27,77.0,62.0,10000.0
0277921820,"ООО ""МИКС-КАРТ УФА""",1170280045616,failed,2023-06-28,2.0,63.11,10000.0
3704010297,"ООО ""ЖКХ СЕРВИС""",1183702017828,failed,2022-02-11,37.0,35.30.14,10000.0
3202506317,"МКП ""ВКЖКХ П. БЫТОШЬ""",1113256015730,failed,2026-02-13,32.0,37.00,
4501124653,ТСЖ - 1 ПОАТ - 1,1064500010827,failed,2025-08-01,45.0,68.32.1,
7203461810,"ООО ""УК ""ПРОЦВЕТАНИЕ""",1187232027157,failed,2024-03-13,72.0,68.32,10000.0
7705510243,"ООО ""РНСП""",1037746006176,failed,2024-11-18,77.0,94.12,
5644023863,"МУП ""СПУТНИК""",1225600004156,failed,2026-01-30,56.0,36.00.1,100000.0
5640021784,"МУП ЖКХ ""ЖКС ПЕРЕВОЛОЦКОГО РАЙОНА""",1205600005742,failed,2025-10-14,56.0,36.00,101000.0
2209046018,"ООО ""УК ""ЖКХ""",1152225031287,failed,2023-06-30,22.0,68.32.1,10000.0
2209048255,"ООО ""СПЕКТР""",1172225032870,failed,2022-11-23,22.0,68.32.1,10000.0
2273320155,"МУП ""ТУМАНОВСКОЕ"" С.ТУМАНОВО СОЛОНЕШЕНСКОГО РАЙОНА АЛТАЙСКОГО КРАЯ",1062203021847,failed,2025-09-30,22.0,35.30.2,922000.0
9104007600,"МУП ""УК""БАХЧИСАРАЙ""",1169102058894,failed,2026-02-20,91.0,36.00,100000.0
7604198807,"ООО ""АВАНГАРД СТРОЙ""",1117604002944,failed,2025-08-20,76.0,41.20,10000.0
2901287056,"ООО ""ЁРГА""",1172901008477,failed,2026-03-10,29.0,56.10.1,100000.0
2635209496,ПРЕДСТАВИТЕЛЬСТВО РЕСПУБЛИКИ ДАГЕСТАН В СТАВРОПОЛЬСКОМ КРАЕ,1152651009598,failed,2023-12-29,26.0,84.11.21,
2801247740,"ООО ""ДОМОФОНД""",1192801002085,failed,2024-07-08,28.0,68.32,10000.0
0276111660,"ФОНД ""ОПОРА""",1070200003653,failed,2025-02-19,2.0,94.99,
0264006823,"ГУП ""РЭС"" РБ",1020201880819,failed,2024-12-28,2.0,35.12,2101424.0
1901092961,"МБУК ""ГОКЦ""",1091901004678,failed,2026-03-10,19.0,90.04.3,
0277114696,"ООО ""ЭКОПРОМ""",1110280008365,failed,2025-04-24,2.0,01.49.1,10000.0
1512019408,"ООО ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""КОММУНАЛЬНЫЕ УСЛУГИ""",1151512010099,failed,2024-12-26,15.0,68.32.1,10000.0
2465245021,"ГПКК ""КРАСНОЯРСКЛЕС""",1102468052532,failed,2025-10-14,24.0,02.10,3250000.0
6455071165,"ООО ""КОНЦЕССИЯ ТЕПЛОСНАБЖЕНИЯ ПОВОЛЖЬЯ""",1186451022988,failed,2026-01-23,64.0,35.30.14,10000.0
2623025600,"ООО ""СТК""",1152651009675,failed,2022-09-07,26.0,43.32,10000.0
3705063904,"ТСЖ ""МЕЧТА""",1093705000597,failed,2025-07-25,37.0,68.32.1,
1513062808,"ООО ""СТОЛИЦА""",1161513057023,failed,2025-06-10,15.0,68.32,10000.0
3413009346,"МУП ""УПРАВЛЯЮЩАЯ КОМПАНИЯ""",1063458027973,failed,2024-11-22,34.0,68.32.1,100000.0
3811116509,"ООО ""ДИСКОТЕКА АЛЕКСЕЯ ЮДИНА""",1073811009238,failed,2024-06-05,38.0,46.69.5,25000.0
2311217144,"ООО ""УК ""КАЛИНИНО""",1162375026076,failed,2026-01-30,23.0,68.32,20000.0
1833015123,"ООО ""АТОЛЛ""",1021801509840,failed,2026-01-13,18.0,68.20.2,10000.0
6918002549,"БЕЛЬСКОЕ МУП ""НОВАТОР""",1076912000395,failed,2025-02-04,69.0,52.21.22,194535.0
6623133881,"ООО ""УРАЛКОМ""",1206600011397,failed,2025-11-28,66.0,68.32,100000.0
5024009146,"МУП ""ЖИЛИЩНЫЙ ТРЕСТ""",1025002865469,failed,2025-04-28,50.0,68.32.1,12966990.0
5040109204,"АО ""РАМЕНСКАЯ УК""",1115040008566,failed,2023-04-19,50.0,68.32.1,2335000.0
1101159381,"ООО ""ЖИЛОБСЛУЖИВАНИЕ""",1171101006955,failed,2025-03-10,11.0,68.32.1,10000.0
5017049412,"МУП ""ИСТРИНСКОЕ ЖЭУ""",1035003055999,failed,2024-09-12,50.0,43.22,100000.0
7604077425,"НП КУЛЬТУРЫ ""АРС-ФОРМАТ""",1057600607613,failed,2026-02-02,76.0,90.01,
3808268565,"ООО ""СИБИРСКИЕ ЭЛЕКТРИЧЕСКИЕ СЕТИ""",1193850013610,failed,2024-08-19,38.0,35.12,10000.0
3811132620,"ООО ""ЮМАС - ГРАНД""",1093850018998,failed,2025-02-14,38.0,43.3,10000.0
3811155032,"ООО ""ИНКОМСИБСТРОЙ""",1113850051259,failed,2022-11-18,38.0,43.12,10000.0
4243004332,"МКОУ ""ТИСУЛЬСКАЯ СОШ""",1024202239049,failed,2026-01-23,42.0,85.14,
1500010048,"ТСН ""МОСКОВСКАЯ 75""",1231500002293,failed,2025-10-30,15.0,68.32,
1513039157,"ТСН ""СПЛОЧЕННЫЙ""",1131513000080,failed,2025-12-11,15.0,68.32.1,
7730201513,"ООО ""ВКУСНОЙ ЖИЗНИ""",1167746385620,failed,2022-10-13,77.0,47.29.11,10000.0
2465092400,"ООО ""БОГУЧАНСКИЙ ЛЗУ""",1052465073231,failed,2026-03-24,24.0,02.20,472955000.0
5219383106,"МУП ""ШЕМАНИХИНСКОЕ ЖКХ""",1115228000513,failed,2025-05-23,52.0,36.00.1,100000.0
6713009286,"МКП КХ "" ГОЛЫНКИ""",1106713000250,failed,2024-11-21,67.0,35.30.14,
6906011637,"МУП ""КОНСТАНТИНОВО""",1126906000044,failed,2025-12-18,69.0,68.32.1,478000.0
2225061905,"ФКУ УПРДОР ""АЛТАЙ""",1042202260980,failed,2026-04-17,22.0,52.21.22,
3917500680,"ООО ""ГУК""",1083925006550,failed,2025-07-02,39.0,68.32,10000.0
3429031241,"МОО ТОС ""НОВОКВАСНИКОВСКИЙ""",1063400027712,failed,2024-01-26,34.0,94.99,
4513008651,"МУП ""ОБУТКИ""",1134512000105,failed,2024-12-02,45.0,36.00,210024.0
7203495224,"ООО ""КИБЕРАРЕНА""",1197232031127,failed,2024-07-08,77.0,93.11,10000.0
1903017085,"МБДОУ ""МИШУТКА""",1061903012687,failed,2025-01-21,19.0,85.11,
2623803874,"ООО ""РУСКАВКАЗИНВЕСТ""",1142651016760,failed,2023-10-20,26.0,70.22,10000.0
7701602221,"ООО ""СТРОЙМАГИСТРАЛЬ""",1057747248195,failed,2026-02-02,77.0,68.20.2,150000000.0
2209045889,"ООО ""ВОСХОД""",1152225026447,failed,2024-01-11,22.0,68.32.1,10000.0
2364013458,"МУП ""ЖКХ МАРЬИНСКОЕ""",1162364050023,failed,2024-07-24,23.0,36.00,100000.0
2320228368,"ООО ""УК ЖИЛОЙ КВАРТАЛ""",1152366002690,failed,2024-09-06,23.0,68.32.1,15000.0
0225000240,"СПК ""ИЛЕШ""",1020201755166,failed,2026-02-10,2.0,01.11.1,700000.0
