company_inn,company_name,company_ogrn,final_status_label,first_negative_outcome_date,episode_peak_month,peak_stress_score,episode_total_events,episode_total_cases,company_registration_year,region_code,okved_main,authorized_capital
5027262274,"ООО ""К1""",1185027004975,failed,2023-09-14,2025-06-01,1.0,1.0,1.0,2018.0,50,,
5029191100,"ООО ""СКЛАДЛОГИСТИК""",1145029012633,failed,2020-08-06,2025-02-01,1.0,1.0,1.0,2014.0,50,46.34,300000.0
5038074547,"ООО ""ВИТА""",1105038001375,failed,2023-12-21,2020-08-01,1.0,1.0,1.0,2010.0,50,,
5038114912,"ООО ""ДВОРПРОЕКТ""",1155038004813,failed,2024-10-03,2020-09-01,1.0,1.0,1.0,2015.0,50,46.73,10000.0
5044000399,"АО ""СЗМ""",1025005684692,failed,2024-11-07,2020-02-01,1.0,2.0,2.0,1993.0,50,68.10.22,10431.0
5044047125,"ООО ""ТРИ КИТА""",1055008703617,failed,2020-12-03,2020-05-01,1.0,1.0,1.0,2005.0,50,68.20,10000.0
5047182524,"ООО ""ВОСХОД""",1165047053434,failed,2024-04-12,2018-07-01,1.0,1.0,1.0,2016.0,50,,
5050059263,"МП ГОЩ ""ИНФРАСТРУКТУРА И СЕРВИС""",1065050020914,failed,2024-12-09,2020-05-01,1.0,1.0,1.0,2006.0,50,38.1,100000.0
5050138074,"ООО ""СОДЕЙСТВИЕ""",1185050005568,failed,2023-06-27,2020-06-01,1.0,1.0,1.0,2018.0,50,,
5053070730,"ООО ""СТМ""",1115053000193,failed,2022-06-17,2020-06-01,2.0,2.0,1.0,2011.0,50,28.41.1,900000.0
5075372862,"СНТ СН ""РФП""",1115075000347,failed,2024-04-04,2023-06-01,1.0,1.0,1.0,2011.0,50,68.32.2,
5078014128,"ОАО ""СП ""ПРАВДА""",1045011902484,failed,2022-10-30,2019-12-01,4.0,5.0,4.0,2004.0,50,01.1,13639700.0
5190021990,"ООО ""УК ""ЕДОМ""",1135190006951,failed,2025-01-31,2021-01-01,1.0,1.0,1.0,2013.0,51,68.32,10000.0
5230004418,"ООО ""БОЛТИНСКОЕ""",1155229010056,failed,2025-02-06,2020-08-01,1.0,1.0,1.0,2015.0,52,01.11.1,633000.0
5243024683,"ООО ""ВСИ""",1075243000183,failed,2022-01-22,2020-06-01,1.0,1.0,1.0,2007.0,52,46.74.2,11000.0
5244018650,"ООО ""УК ТЕРРИТОРИЯ УЮТА""",1085244000434,failed,2024-10-23,2020-03-01,1.0,1.0,1.0,2008.0,52,81.22,10000.0
5249076399,"ООО ""НАФТАХИМ""",1055216525462,failed,2025-10-28,2021-06-01,1.0,1.0,1.0,2005.0,52,46.12.3,10000.0
5256055431,"ООО ""КОРОЛЬ АРТУР""",1055227087189,failed,2025-10-30,2020-10-01,1.0,1.0,1.0,2005.0,52,47.11,500000.0
5258137697,"ООО ""МЕТИНДУСТРИЯ""",1175275049047,failed,2025-01-24,2020-06-01,1.0,1.0,1.0,2017.0,52,,
5259110610,"ООО ""НЕФТЕГАЗ""",1145259001447,failed,2025-02-13,2020-02-01,1.0,2.0,2.0,2014.0,52,52.10.21,10000.0
5401254555,"ООО ""СИБИРСКОЕ ЗДОРОВЬЕ""",1055401184178,failed,2020-03-09,2023-07-01,1.0,1.0,1.0,2005.0,54,47.73,20000.0
5406804234,"ООО ""ЛЮДИ ДЕЛА""",1205400006030,failed,2023-06-03,2025-09-01,1.0,1.0,1.0,2020.0,54,78.10,10888.0
5408005131,"ООО ""ТД ""ВЕЛЕС""",1155476092023,failed,2022-10-01,2019-08-01,1.0,1.0,1.0,2015.0,54,46.38,25000.0
5408100265,"ЗАО НДЦ ""Пролог""",1025403643407,failed,2025-05-21,2020-05-01,1.0,1.0,1.0,1992.0,54,41.20,
5410068065,"ООО ТТК ""АРМАДА""",1175476057460,failed,2024-04-10,2020-06-01,2.0,3.0,2.0,2017.0,54,49.41,10000.0
5417105206,"ОАО ""Александра Невского""",1075474000051,failed,2022-05-08,2024-01-01,1.0,1.0,1.0,2007.0,54,01.41,125484.0
5443005381,"МУП ""ЖЭО""",1145483000630,failed,2020-02-22,2024-09-01,1.0,1.0,1.0,2014.0,54,68.32.1,500000.0
5507240591,"ООО ""СТРОЙТЕХИНВЕСТ""",1135543029368,failed,2023-06-30,2020-10-01,1.0,1.0,1.0,2013.0,55,49.4,125000000.0
5604030769,"ООО ""ЗОЛОТОЙ КОЛОС""",1095658008203,failed,2023-10-11,2020-09-01,2.0,2.0,1.0,2009.0,56,01.5,15000.0
5636002980,"АО ""НМЗ""",1025602665550,failed,2021-08-30,2017-08-01,1.0,2.0,2.0,2000.0,56,25.21,845640.0
5638030904,"МП ЖКХ ""ИСКРА""",1065638051643,failed,2022-03-29,2020-03-01,2.0,2.0,1.0,2006.0,56,36.00.2,100000.0
5831901081,"МУП ""Коммунальное хозяйство""",1125826000343,failed,2024-05-16,2025-09-01,1.0,1.0,1.0,2012.0,58,36.00.2,401410.0
5836619770,"АО ""ЯСМ""",1035803011837,failed,2024-09-25,2020-10-01,1.0,1.0,1.0,2003.0,58,23.61,103971.0
5902603687,"ТСЖ ""ГОРЬКОГО, 5""",1055900337976,failed,2024-03-22,2020-06-01,1.0,2.0,2.0,2005.0,59,68.32.1,
5903113244,"ООО ""АДМИРАЛ""",1155958010845,failed,2023-11-10,2020-07-01,1.0,3.0,3.0,2015.0,59,,
5904063980,"ООО ""КОМПАНИЯ ""ПРЗК""",1025900916612,failed,2022-06-19,2020-03-01,1.0,1.0,1.0,2001.0,59,68.2,
5947998731,"МУП ""ОЧЕР""",1145958027148,failed,2023-06-19,2020-09-01,1.0,1.0,1.0,2014.0,59,35.30.14,717266.0
5948056807,"ООО ""ГРАНИТСТРОЙСЕРВИС""",1185958026946,failed,2025-08-22,2020-09-01,3.0,3.0,2.0,2018.0,59,49.42,16000.0
6150040028,"ООО ""ЮЖРЕГИОНСТРОЙ""",1036150011920,failed,2016-04-12,2021-04-01,1.0,1.0,1.0,2003.0,61,,
6155079043,"ООО ""ЮЖНАЯ СТАЛЬ""",1186196020658,failed,2020-01-22,2023-12-01,1.0,1.0,1.0,2018.0,61,46.72,10000.0
6168102998,"ООО ""ПРОМЫШЛЕННЫЕ ТЕХНОЛОГИИ""",1186196022033,failed,2022-06-30,2019-12-01,2.0,2.0,1.0,2018.0,61,41.20,10000.0
6316158965,"ООО ""А-СТРОЙ""",1156316001159,failed,2024-08-30,2020-10-01,6.0,9.0,8.0,2015.0,63,,
6345012142,"ООО ""АКОМ-ИНВЕСТ""",1026303244373,failed,2023-04-21,2019-11-01,1.0,1.0,1.0,2002.0,63,24.43,10000.0
6372010680,"ООО ""ТЕХНОСЕРВИС""",1066372003390,failed,2023-09-01,2020-10-01,1.0,1.0,1.0,2006.0,63,71.20.9,12100.0
6440026346,"ООО ""МЕЧТА""",1156440000133,failed,2022-10-21,2025-04-01,1.0,1.0,1.0,2015.0,64,36.00.1,10000.0
6451002080,"ООО ""НАШ ДОМ""",1136451002555,failed,2022-10-21,2020-08-01,1.0,1.0,1.0,2013.0,64,,
6451416740,"ООО ""ЗАВОД ПВХ КОНСТРУКЦИЙ ""ОКОННЫЙ МИР""",1076451000581,failed,2022-06-25,2025-07-01,1.0,1.0,1.0,2007.0,64,22.23,10000.0
6455069783,"ООО ""САНЕКО СЕРВИС""",1186451002308,failed,2024-06-14,2023-10-01,1.0,2.0,2.0,2018.0,64,09.10,10000.0
6501285439,"ООО ""ПТК""",1166501056644,failed,2023-06-27,2023-03-01,1.0,1.0,1.0,2016.0,65,,
6603022830,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УРАЛЬСКАЯ ЛЕСОПРОМЫШЛЕННАЯ КОМПАНИЯ""",1096603000691,failed,2022-02-18,2025-07-01,1.0,1.0,1.0,2009.0,66,02.10,14500.0
6613005721,"ООО ""КАМЗЭК""",1036600771833,failed,2024-11-28,2020-07-01,2.0,2.0,1.0,2003.0,66,29.31,2410000.0
6623088519,"ООО ""СТРОЙИНВЕСТ""",1126623008005,failed,2023-10-27,2020-07-01,1.0,1.0,1.0,2012.0,66,,
6623115868,"ООО ""УРАЛЭМ-НТ""",1169658038461,failed,2024-10-18,2020-07-01,1.0,1.0,1.0,2016.0,66,43.21,300000.0
6623127461,"ООО ""НЛК""",1186658049962,failed,2022-02-21,2025-03-01,1.0,1.0,1.0,2018.0,66,24.10,10000.0
6639013357,"ООО ""УС БАЭС""",1056600441743,failed,2022-02-16,2020-09-01,2.0,3.0,3.0,2005.0,66,41.2,3000000.0
6649003196,"ОАО ""ТЕХТОРГ""",1026601072850,failed,2024-05-21,2023-07-01,1.0,1.0,1.0,1999.0,66,68.20.2,4800026.0
6658433903,"ООО ""КОЛОМЕНСКОЕ МОЛОКО КООП""",1136658015515,failed,2022-04-25,2020-02-01,2.0,2.0,2.0,2013.0,66,46.19,10000.0
6671066882,"ООО ""РЭГГИ""",1176658011936,failed,2021-09-06,2020-02-01,2.0,2.0,2.0,2017.0,66,46.31,10000.0
6671169790,"ООО МФ ""АЛЬТА""",1056604043506,failed,2025-04-18,2020-08-01,2.0,2.0,2.0,2005.0,66,41.20,10000.0
6678049212,"ООО ""ТРАНСИНВЕСТУРАЛ""",1146678014306,failed,2022-04-28,2020-08-01,1.0,1.0,1.0,2014.0,66,52.29,10000.0
6679016065,"ООО ""ВИКТОРИЯ ИНЖИНИРИНГ""",1126679015440,failed,2018-06-15,2021-05-01,1.0,1.0,1.0,2012.0,66,71.11.1,10000.0
6680004730,"ООО "" СЕРОВЭНЕРГО """,1146680001380,failed,2022-01-02,2019-09-01,3.0,13.0,9.0,2014.0,66,35.30,10000.0
6686083390,"ООО ""НЕФТЕГАЗОБОРУДОВАНИЕ""",1169658088511,failed,2024-11-15,2020-07-01,2.0,2.0,1.0,2016.0,66,46.63,11000.0
6722027549,"ООО ""НОРД-1""",1126722000547,failed,2021-04-07,2020-04-01,1.0,1.0,1.0,2012.0,67,68.32,20000.0
6727025009,"ООО ""КИЛАС КУРА""",1126727000828,failed,2021-01-01,2025-09-01,1.0,1.0,1.0,2012.0,67,47.11,300000.0
6730063981,"ООО ""КОМПАНИЯ ЛЕКОР+""",1066731105418,failed,2025-11-05,2017-07-01,1.0,1.0,1.0,2006.0,67,11.0,10000.0
6905071827,"ООО ""ОРИАН""",1026900525475,failed,2024-09-20,2020-08-01,1.0,1.0,1.0,2001.0,69,68.20.2,
6914017897,"ООО ""ЭЛЕКТРОПЕРЕДАЧА""",1146914001740,failed,2019-05-22,2020-06-01,1.0,2.0,2.0,2014.0,69,35.11,10000.0
6929005975,"ООО ""ДОЛАН""",1186952014897,failed,2021-12-09,2024-09-01,1.0,1.0,1.0,2018.0,69,35.30,10000.0
6931008620,"ООО ""ЖКХ-СЕРВИС""",1076915001998,failed,2023-05-05,2025-09-01,1.0,1.0,1.0,2007.0,69,68.32.1,25000.0
6950039543,"ООО ""УК ГОРОДСКОЙ КОММУНАЛЬНЫЙ СЕРВИС""",1156952018222,failed,2021-12-30,2020-07-01,1.0,2.0,2.0,2015.0,69,68.32,14000.0
6950087160,"ООО ""УК ""КИТЕЖ""",1086952018010,failed,2022-02-03,2025-08-01,1.0,2.0,2.0,2008.0,69,68.32,500000.0
7017140464,"ООО ""СТС""",1067017079700,failed,2024-01-31,2017-05-01,1.0,1.0,1.0,2006.0,70,46.73.6,10000.0
7017213627,"ООО ""СК СТРОЙИНВЕСТ""",1087017012917,failed,2024-04-12,2022-11-01,1.0,1.0,1.0,2008.0,70,46.73,13000.0
7017355854,"ООО ""РСК-СТРОЙ""",1147017011701,failed,2022-06-20,2017-04-01,2.0,2.0,1.0,2014.0,70,41.20,10000.0
7103022915,"ООО ""ЛАНДАР МТ""",1027100520556,failed,2022-02-28,2020-07-01,1.0,1.0,1.0,2000.0,71,68.1,10000.0
7107515781,"ООО ""ПРОФ-ЭКСПЕРТ""",1097154009182,failed,2025-09-23,2023-01-01,1.0,1.0,1.0,2009.0,71,43.21,10000.0
7113004344,"ООО ""БАРА""",1037102380490,failed,2025-06-23,2021-11-01,1.0,1.0,1.0,1992.0,71,42.12,100000.0
7128029863,"ООО ""ВОДОСНАБЖЕНИЕ""",1077147000644,failed,2021-11-25,2025-04-01,3.0,3.0,2.0,2007.0,71,36.0,10000.0
7203153686,"ООО ""ТРАНСФЛОТ""",1047200643973,failed,2022-08-07,2021-09-01,1.0,1.0,1.0,2004.0,72,52.29,10000.0
7203316813,"ООО ""ДЭС""",1147232038755,failed,2021-06-24,2017-01-01,1.0,1.0,1.0,2014.0,72,,
7203335380,"ООО ""ИНТЕРСТРОЙ""",1157232008636,failed,2024-02-01,2019-10-01,2.0,4.0,3.0,2015.0,72,46.73,25000.0
7203375992,"ООО ""СБУ""",1167232058641,failed,2022-06-06,2020-06-01,3.0,3.0,2.0,2016.0,72,43.11,10000.0
7204176580,"ООО ""СТРОЙТОРГСЕРВИС-ТЮМЕНЬ""",1117232060945,failed,2021-10-01,2019-10-01,2.0,5.0,5.0,2011.0,72,43.3,10000.0
7306006274,"ООО ""МОНТАЖСТРОЙ""",1047300250865,failed,2025-04-30,2020-03-01,2.0,2.0,1.0,2004.0,73,42.21,10000.0
7325098048,"ООО ""АРТЕЛЬ""",1107325004731,failed,2024-09-12,2019-11-01,2.0,2.0,1.0,2010.0,73,46.73,40808.0
7326022595,"ООО ""СГСМ""",1047301163007,failed,2025-03-19,2020-10-01,2.0,2.0,1.0,2004.0,73,41.20,10000.0
7328089669,"ООО ""АЛЕКС СТРОЙ""",1167325062618,failed,2022-07-21,2019-05-01,4.0,8.0,4.0,2016.0,73,43.31,10000.0
7422001051,"МУП ""УАТ""",1027401180465,failed,2020-06-27,2020-05-01,1.0,2.0,2.0,1993.0,74,49.31.2,
7447217782,"ООО ""СТАРЫЙ СОБОЛЬ И К""",1127447015739,failed,2016-05-12,2020-06-01,1.0,1.0,1.0,2012.0,74,68.20.2,10000.0
7447239183,"АО ""УГМЗ""",1147447005420,failed,2021-06-28,2020-07-01,4.0,6.0,5.0,2014.0,74,30.11,10000.0
7453300855,"ООО СК ""АЛЬФА""",1167456123460,failed,2022-05-26,2019-05-01,1.0,1.0,1.0,2016.0,74,41.20,10000.0
7457004737,"ООО ""МВК-СЕРВИС""",1147457001504,failed,2022-02-20,2020-08-01,2.0,2.0,2.0,2014.0,74,36.00.1,10000.0
7536076029,"ООО ""БРУС""",1067536052055,failed,2021-10-01,2025-09-01,1.0,1.0,1.0,2006.0,75,42.11,35000.0
7610086918,"ООО ПЦ ""КОДЕКС""",1107610001553,failed,2022-08-10,2020-01-01,2.0,2.0,1.0,2010.0,76,69.10,10000.0
7627050853,"ООО ""РУСЬ""",1187627016290,failed,2021-12-13,2025-02-01,1.0,1.0,1.0,2018.0,76,55.10,12500.0
7701097145,"ООО ""ПЛСЭ""",1157746289722,failed,2021-12-11,2020-07-01,1.0,1.0,1.0,2015.0,77,68.20.29,10000.0
7701264999,"ЗАО ""ХИМПРОМЭКСПОРТ""",1027739914982,failed,2023-08-27,2020-05-01,1.0,1.0,1.0,2001.0,77,68.10.1,10000.0
7701683260,"ООО ""ИНВЕСТСТРОЙ""",5067746961596,failed,2024-08-16,2023-04-01,1.0,1.0,1.0,2006.0,77,71.1,20000.0
7702427491,"ООО ""Э.М.Е.""",5177746327710,failed,2022-03-26,2023-06-01,1.0,1.0,1.0,2017.0,77,77.11,10000.0
7702571368,"ООО ""ЭКСПЕРТСТРОЙ""",1057747584674,failed,2020-01-31,2023-07-01,1.0,1.0,1.0,2005.0,77,68.10.23,8500000.0
7703442365,"ООО ""ЛЕСТЕР""",1187746175847,failed,2023-12-29,2018-08-01,1.0,1.0,1.0,2018.0,77,62.02,100000.0
7704369069,"ООО ""ИТРКС""",1167746787944,failed,2024-03-08,2025-09-01,1.0,1.0,1.0,2016.0,77,41.20,10000.0
7704792098,"ООО ""ГЛАВСПЕЦСТРОЙ""",1117746788004,failed,2022-05-03,2017-06-01,1.0,1.0,1.0,2011.0,77,41.2,10000.0
7705338673,"ООО ""КРАСНАЯ ЛАДЬЯ МОС""",1147746951120,failed,2022-02-07,2024-09-01,1.0,1.0,1.0,2014.0,77,16.23,10000.0
7706403244,"ООО ""ТД ""ДНЕПРОСПЕЦСТАЛЬ-М""",1037706051052,failed,2023-10-30,2020-05-01,2.0,6.0,4.0,2003.0,77,46.72,1000000.0
7707267530,"ООО ""ИНЖСТРОЙ""",1157746019056,failed,2024-01-16,2023-09-01,1.0,1.0,1.0,2015.0,77,,
7707712559,"ООО ""МС МЕДИА""",1097746617803,failed,2022-04-24,2025-09-01,1.0,1.0,1.0,2009.0,77,58,12500.0
7707768294,"ООО ""ЭНЕРГОАЛЬЯНС""",1127746040234,failed,2020-02-21,2020-08-01,2.0,2.0,1.0,2012.0,77,46.69.5,100000.0
7708257870,"ООО ""ЕВРОКАПСТРОЙ""",1157746479780,failed,2022-02-24,2020-06-01,1.0,1.0,1.0,2015.0,77,41.20,11000.0
7708590423,"ООО ""АКВА +""",1067746293845,failed,2022-10-22,2024-01-01,1.0,1.0,1.0,2006.0,77,31.01,10000.0
7708768924,"ООО ""РИАЛТИ ЦЕНТР""",1127746659402,failed,2022-02-05,2024-06-01,1.0,1.0,1.0,2012.0,77,46.73,80000000.0
7708813895,"ООО ""ИРБИС-СТРОЙ""",1147746566021,failed,2024-12-20,2018-12-01,1.0,1.0,1.0,2014.0,77,,
7708818269,"ООО ""КАЛАНЧЕВСКАЯ 13""",1147746857983,failed,2022-02-07,2025-10-01,1.0,1.0,1.0,2014.0,77,68.20,89325619.0
7708821173,"ООО ""ЦУП ТЭК""",5147746079894,failed,2020-07-19,2020-09-01,2.0,3.0,2.0,2014.0,77,41.20,100000.0
7709652626,"ООО ""СТРОЙНЕФТЕГАЗСЕРВИС""",1057749676500,failed,2020-05-07,2019-10-01,1.0,1.0,1.0,2005.0,77,74.20,40000.0
7709901343,"ООО ""БИЛЕТ-КЛИЕНТ""",1127746273731,failed,2024-09-02,2020-06-01,2.0,2.0,1.0,2012.0,77,47.2,1326484.0
7713531896,"ООО ""ВЕСТ-ИНКОМ""",1047796521574,failed,2023-03-20,2023-09-01,1.0,1.0,1.0,2004.0,77,79.11,10000.0
7713694682,"ООО ""ДИЗАЙН-СЕРВИС""",1097746670911,failed,2021-10-11,2020-06-01,1.0,1.0,1.0,2009.0,77,41.2,10000.0
7713761459,"ООО ""ГОРОС-21""",1137746054038,failed,2024-08-08,2023-08-01,1.0,1.0,1.0,2013.0,77,46.4,10000.0
7714129210,"ООО ""АВТОЛИТ-Н""",1037700215101,failed,2022-07-28,2020-09-01,2.0,2.0,1.0,1998.0,77,,10000.0
7714431407,"ООО ""ГЛОБАЛ СЕРВИС""",1187746800691,failed,2023-05-15,2024-10-01,1.0,1.0,1.0,2018.0,77,81.22,50000.0
7714640224,"ООО ""ПЕРСПЕКТИВА""",1067746381878,failed,2025-02-11,2024-01-01,1.0,1.0,1.0,2006.0,77,68.10.11,250000.0
7715036657,"ООО ""ТЦ ""ОТРАДНОЕ""",1027739558120,failed,2024-10-25,2020-05-01,1.0,1.0,1.0,1995.0,77,95.21,20000.0
7716563293,"ООО ""ТУРБИЙОН АВТО""",1067759609642,failed,2023-03-10,2025-02-01,1.0,1.0,1.0,2006.0,77,46.71,10000.0
7716710036,"АО ""ТРАНССТРОЙРЕГИОН""",1127746127552,failed,2024-07-25,2019-12-01,1.0,1.0,1.0,2012.0,77,43.21,10000.0
7717089284,"ЗАО ""ИНТЕРСТРОЙСЕРВИС М""",1027700279056,failed,2022-03-27,2025-07-01,1.0,1.0,1.0,1996.0,77,,7600.0
7718929793,"ООО ""МРСУ-8""",1137746343910,failed,2020-10-12,2020-02-01,1.0,1.0,1.0,2013.0,77,71.2,1102000.0
7719228550,"ООО ""ИЛИР""",1027700395282,failed,2023-11-01,2019-06-01,1.0,1.0,1.0,2001.0,77,68.20,1035000.0
7719756536,"ЗАО ""КАПИТОЛИЙ""",1107746608727,failed,2020-03-16,2020-07-01,1.0,1.0,1.0,2010.0,77,68.20.2,10000.0
7720716591,"ЗАО ""ЮНИВЕЛ""",1117746331350,failed,2024-03-21,2020-07-01,1.0,1.0,1.0,2011.0,77,41.20,30000.0
7720743323,"ООО ""АМРИТА""",1127746150465,failed,2024-10-07,2025-03-01,1.0,1.0,1.0,2012.0,77,,
7721297336,"ООО ""ТЕРЕНЬКОВСКИЕ ЗОРИ""",1157746344227,failed,2025-04-23,2020-10-01,1.0,1.0,1.0,2015.0,77,,
7721552346,"ООО ""МЕРИДИАН""",1067746452377,failed,2024-04-26,2020-03-01,1.0,1.0,1.0,2006.0,77,,
7721811093,"ООО ""ТОР""",5137746001950,failed,2024-01-15,2020-05-01,1.0,1.0,1.0,2013.0,77,,
7721812001,"ООО ""РУССКИЙ ВИНОДЕЛ""",5137746038854,failed,2020-08-07,2020-07-01,1.0,1.0,1.0,2013.0,77,46.34.2,10000000.0
7722399612,"ООО ""НИЛ""",1177746532590,failed,2022-10-21,2020-06-01,1.0,1.0,1.0,2017.0,77,,
7722741829,"ООО ""ПРОФИЛЬ КОМПЛЕКТ""",1117746189406,failed,2025-12-29,2024-03-01,1.0,1.0,1.0,2011.0,77,46.90,18000.0
7722814259,"ООО ""ПРОФТЕХИНВЕСТ""",1137746612442,failed,2022-08-27,2019-11-01,2.0,2.0,1.0,2013.0,77,71.11,20000.0
7722849692,"ООО ""ПРОФФИТ""",1147746827986,failed,2023-12-17,2025-09-01,1.0,1.0,1.0,2014.0,77,93.19,10000.0
7723088560,"ООО ""ДРУЖБА +2""",1027739225491,failed,2020-02-07,2020-02-01,2.0,2.0,1.0,1992.0,77,42.11,40000.0
7723169428,"ООО ""АВТО-ЭЛЕКТРО ДИАЛ""",1027700454650,failed,2022-11-03,2018-12-01,1.0,1.0,1.0,2000.0,77,45.31.1,10000.0
7723873761,"ООО ""АЛЬЯНСПРОЕКТ""",1137746463513,failed,2025-03-14,2018-11-01,1.0,1.0,1.0,2013.0,77,41.20,10000.0
7724806454,"ООО ""ПРИОРИМПЕКС""",1117746779622,failed,2023-12-07,2020-01-01,1.0,1.0,1.0,2011.0,77,46.34,10000000.0
7724856600,"ООО ""ПЛК""",1127747221161,failed,2025-11-24,2020-02-01,1.0,1.0,1.0,2012.0,77,30.20,500000.0
7725366037,"ООО ""АКТИВ ПЕТРОЛЕУМ""",1177746340606,failed,2023-01-17,2023-05-01,1.0,1.0,1.0,2017.0,77,46.71,
7725720760,"ООО ""ПЦСН+""",1117746276856,failed,2021-05-14,2025-09-01,1.0,1.0,1.0,2011.0,77,71.12.2,10000.0
7725822314,"ООО ""ЭЛИТСЕРВИС""",1147746295894,failed,2023-01-30,2019-12-01,1.0,1.0,1.0,2014.0,77,47.7,50000.0
7726556070,"ООО ""СТРОЙПАРТНЕР""",1067760918609,failed,2022-10-14,2020-06-01,2.0,2.0,1.0,2006.0,77,,
7726730916,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УК АПОФЕМА""",1137746900664,failed,2025-03-21,2020-06-01,1.0,1.0,1.0,2013.0,77,71.11.1,27270.0
7727265690,"ООО ""ТЕХНИКА""",1037727056201,failed,2022-07-15,2019-05-01,1.0,3.0,3.0,2003.0,77,,
7727845780,"ООО ""ГРОМИНВЕСТ СТРОЙ""",5147746211113,failed,2023-12-26,2021-03-01,1.0,1.0,1.0,2014.0,77,41.20,25000.0
7727848244,"ООО ""ГРУППА КОМПАНИЙ ПРАЙМ""",5147746320442,failed,2022-07-22,2020-02-01,1.0,1.0,1.0,2014.0,77,46.66,50000.0
7728283452,"ООО ""ЭКОМОЛ""",1157746630140,failed,2024-07-24,2024-08-01,1.0,1.0,1.0,2015.0,77,,
7728729627,"ООО ""ПРОМИНВЕСТ""",1107746210330,failed,2021-09-26,2023-04-01,1.0,1.0,1.0,2010.0,77,46.19,20000.0
7729627674,"ООО ""МАКСИФЛЕКС""",1097746042635,failed,2024-05-20,2020-09-01,3.0,5.0,3.0,2009.0,77,,
7733189840,"ООО ""ИНТЕХС""",1157746075740,failed,2022-09-09,2018-11-01,1.0,1.0,1.0,2015.0,77,41.20,10000.0
7733570910,"ООО""АТТ МОТОРС М""",1067746698470,failed,2020-09-26,2020-07-01,1.0,1.0,1.0,2006.0,77,45.2,5000000.0
7733654085,"АО ""ИК ""ОВВ""",1087746560538,failed,2020-02-10,2020-02-01,3.0,3.0,2.0,2008.0,77,41.20,500000.0
7733783323,"ООО ""МОСАПТЕКА""",1117746892009,failed,2025-01-23,2020-10-01,1.0,1.0,1.0,2011.0,77,47.73,10000.0
7733785088,"ООО ""АНКЕРНЫЕ ТЕХНОЛОГИИ""",1117746939287,failed,2021-07-05,2025-08-01,1.0,1.0,1.0,2011.0,77,42.13,1000000.0
7733830365,"ООО ""БИЗНЕСЛЭНД""",1137746077534,failed,2024-04-17,2025-08-01,1.0,1.0,1.0,2013.0,77,,
7734204770,"ООО ""РАДИУС ГРУП""",1037739537197,failed,2021-07-25,2024-02-01,1.0,1.0,1.0,1999.0,77,62.02,1000000.0
7734595668,"ООО ""НТФАРМА""",5087746428666,failed,2021-04-22,2018-10-01,2.0,2.0,2.0,2008.0,77,21.20.1,840000.0
7735564670,"ООО ""ПИВОВАРНЯ НОВОРИЖСКАЯ""",1097746784519,failed,2022-05-22,2017-10-01,1.0,1.0,1.0,2009.0,77,11.05,10000.0
7736124706,"ООО ""КВАДРО ТЕЛЕКОМ""",1157746069095,failed,2021-08-13,2024-02-01,1.0,1.0,1.0,2015.0,77,43.11,10000.0
7743205811,"ООО ""ТЕХЗАКАЗСТРОЙ""",1177746413195,failed,2020-11-05,2023-12-01,1.0,1.0,1.0,2017.0,77,71.12.1,10000.0
7743762107,"ООО ""ЛАН ТЕХНОЛОДЖИ""",1097746755765,failed,2021-12-19,2020-06-01,1.0,3.0,3.0,2009.0,77,46.66,220000.0
7751511604,"ООО ""УЭК ""ЕД-2""",1137746422000,failed,2022-01-16,2020-05-01,1.0,1.0,1.0,2013.0,77,68.32.1,10000.0
7801526790,"ООО ""АЛЬЯНС ПЛЮС""",1107847271290,failed,2020-09-28,2021-12-01,1.0,1.0,1.0,2010.0,78,46.71,50000.0
7801597705,"ООО ""ЭНЕРГОТЕХ""",1137847099170,failed,2025-09-17,2017-01-01,1.0,1.0,1.0,2013.0,78,28.11,20000.0
7801632903,"ООО ""ПРОФСКЛАДКОМПЛЕКТ""",1147847231311,failed,2021-10-02,2020-01-01,1.0,1.0,1.0,2014.0,78,46.69,26000.0
7802322397,"ООО ""МОДУЛЬ-ПРО""",1057810272189,failed,2024-11-14,2020-04-01,1.0,1.0,1.0,2005.0,78,73.1,500000.0
7802425307,"ООО ""ТД ЯМАТО ТРЕЙД""",1089847087220,failed,2022-10-03,2020-02-01,1.0,1.0,1.0,2008.0,78,46.44.1,46000.0
7802469784,"ООО ""ФПК""",1097847134186,failed,2024-08-01,2019-12-01,1.0,1.0,1.0,2009.0,78,,
7802568545,"ООО ""ЭКО""",1167847133365,failed,2022-10-27,2017-06-01,1.0,1.0,1.0,2016.0,78,,
7805277752,"ООО ""МАГИСТРАЛЬ""",1037811071968,failed,2023-07-13,2020-08-01,2.0,2.0,1.0,2003.0,78,46.6,1000000.0
7805654697,"АО ""ПРОФИТ""",1147847240848,failed,2025-11-01,2021-02-01,1.0,1.0,1.0,2014.0,78,61.10.9,15000.0
7806045970,"ООО ""СВИД-МОБИЛЬ""",1037816023387,failed,2024-12-04,2023-03-01,1.0,1.0,1.0,1996.0,78,45.20.1,50000.0
7807381195,"ООО ""ОМЕГА""",1137847222358,failed,2024-10-28,2019-03-01,1.0,1.0,1.0,2013.0,78,61.90,20000.0
